Access Format	Approved	Approved By	Bit Depth	Book Title	Camera Make	Camera Model	Cataloged	Cataloged By	Changed	Changed By	Client Name	Collection	Color Mode	Color Profile	Copyright	Created	Creator Application	Creator Mac	Creators	Date	Description	Description 	Description Writer	Directory Path	Duration	DVD Number	EXIF - Aperture	EXIF - Date Digitized	EXIF - Date Taken	EXIF - Exposure Bias	EXIF - Exposure Time	EXIF - F-Number	EXIF - Flash	EXIF - Focal Length	EXIF - ISO Speed	EXIF - Light Source	EXIF - Metering Mode	EXIF - Shutter Speed	EXIF - White Balance	Extension	File Size	File Type Mac	Filename	GPS - Altitude	GPS - Latitude	GPS - Longitude	Height	Horizontal Resolution	IPTC - Category	IPTC - City	IPTC - Copyright Info URL	IPTC - Copyright Notice	IPTC - Country	IPTC - Country Code	IPTC - Creator	IPTC - Creator Address	IPTC - Creator City	IPTC - Creator Country	IPTC - Creator Email	IPTC - Creator Job Title	IPTC - Creator Phone	IPTC - Creator Postal Code	IPTC - Creator State/Province	IPTC - Creator Web URL	IPTC - Credit	IPTC - Date Created	IPTC - Headline	IPTC - Instructions	IPTC - Intellectual Genre	IPTC - Location	IPTC - Rights Usage Terms	IPTC - Scene	IPTC - Source	IPTC - State/Province	IPTC - Subject Code	IPTC - Supplemental Categories	IPTC - Title	IPTC - Transmission Reference	IPTC - Urgency	Item ID	Job Name	Job Status	Keywords	License Agreement for Project	Licensed for Web	Modified	Movie - Audio Codec	Movie - Channels	Movie - Color Depth	Movie - Duration	Movie - FPS	Movie - Sample Rate	Movie - Sample Size	Movie - Video Codec	MS - Author	MS - Company	MS - Last Saved By	MS - Manager	MS - Subject	MS - Template	MS - Title	Number of Pages	Original/Preservation Format	Path	Photoshop Label	Photoshop Rating	Reference	Related Material	Routed To	Routing Notes	Short Filename Win	Thumbnail Size	Title	Type	Vertical Resolution	Volume	Watermark URL	Watermarked	Website	Width	Work Needed	Zone Mac
JPEG				The Breakfast Room			03/12/2013 14:47	AutoSync	13/12/2013 11:31	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Stewart Conn>Cover image by Pierre Bonnard	2010		Cover image depicts a painting titled Dining Room Overlooking the Garden (The Breakfast Room), by Pierre Bonnard		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	7177 K	JPEG	BXB821-CONBRE-01.jpg				2515	300		%G																														441			Stewart Conn>The Breakfast Room			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-CONBRE-01.jpg			BXB821-CONBRE-01				e:\assets\BloodAxe\BLOODA~2\BXA66E~1.JPG	256	Front cover of The Breakfast Room	Image	300	assets$				1622		
JPEG				Nine Fathom Deep			03/12/2013 14:47	AutoSync	16/12/2013 09:48	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		David Constantine>Cover image by S T Coleridge and Gustave Dore	2009		Cover image depicts an engraving titled Scene from The Rime of the Ancient Mariner, by S T Coleridge and Gustave Dore		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	8136 K	JPEG	BXB821-CONNIN-01.jpg				2530	300		%G																														442			David Constantine>Nine Fathom Deep			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-CONNIN-01.jpg			BXB821-CONNIN-01				e:\assets\BloodAxe\BLOODA~2\BX9483~1.JPG	256	Front cover of Nine Fathom Deep	Image	300	assets$				1622		
JPEG				Leaving Fingerprints			03/12/2013 14:47	AutoSync	16/12/2013 09:49	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-pearce>Imtiaz Dharker	2009		Cover image depicts a drawing of a series of grey lines on a black background with the word leaving repeated in a double row along the top line		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6231 K	JPEG	BXB821-DHALEA-01.jpg				2536	300		%G																														443			Imtiaz Dharker>Leaving Fingerprints			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-DHALEA-01.jpg			BXB821-DHALEA-01				e:\assets\BloodAxe\BLOODA~2\BX15AA~1.JPG	256	Front cover of Leaving Fingerprints	Image	300	assets$				1618		
JPEG				Life Under Water			03/12/2013 14:47	AutoSync	16/12/2013 09:49	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-Pearce>Maura Dooley	2008		Cover image depicts a photograph titled Wonders of Water, by Lillian Bassman		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5177 K	JPEG	BXB821-DOOLIF-01.jpg				2527	300		%G																														444			Life Under Water>Maura Dooley			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-DOOLIF-01.jpg			BXB821-DOOLIF-01				e:\assets\BloodAxe\BLOODA~2\BX92B3~1.JPG	256	Front cover of Life Under Water	Image	300	assets$				1641		
JPEG				Update on the Descent			03/12/2013 14:47	AutoSync	06/01/2014 16:40	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-Pearce>Ellen Hinsey	2009		Cover image depicts a detail from a photograph titled Village of Obilic, 2001, Kosovar Serbs descending the train, by Paolo Pellegrin		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	7355 K	JPEG	BXB821-ELLUPD-01.jpg				2686	300		%G																														445			Update on the Descent>Ellen Hinsey			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-ELLUPD-01.jpg			BXB821-ELLUPD-01				e:\assets\BloodAxe\BLOODA~2\BX26FA~1.JPG	256	Front cover of Update on the Descent	Image	300	assets$				1750		
JPEG				Lara			03/12/2013 14:47	AutoSync	13/12/2013 11:33	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Bernardine Evaristo>Cover image by Katie Vandyck	2009		Cover image depicts a black and white photograph of a man and woman linking arms, by Katie Vandyck		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	4744 K	JPEG	BXB821-EVALAR-01.jpg				2300	300		%G																														446			Bernardine Evaristo>Lara			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-EVALAR-01.jpg			BXB821-EVALAR-01				e:\assets\BloodAxe\BLOODA~2\BX0E85~1.JPG	256	Front cover of Lara	Image	300	assets$				1525		
JPEG				The Swing in the Middle of Chaos: Selected Poems			03/12/2013 14:47	AutoSync	13/12/2013 11:33	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Cover design by Neil  Astley and Pamela Robertson-Pearce>Cover image by Thomas Marsh and Jan Hubicka>Translated by Sylva Fischerova and Stuart Friebert	2010		Cover image depicts an image titled Fractal, by Thomas Marsh and Jan Hubicka		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6705 K	JPEG	BXB821-FISSWI-01.jpg				2535	300		%G																														447			The Swing in the Middle of Chaos: Selected Poems			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-FISSWI-01.jpg			BXB821-FISSWI-01				e:\assets\BloodAxe\BLOODA~2\BXAC36~1.JPG	256	Front cover of The Swing in the Middle of Chaos: Selected Poems	Image	300	assets$				1618		
JPEG				Dirty Looks			03/12/2013 14:47	AutoSync	16/12/2013 09:50	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Cheryl Follon>Cover design by Neil Astley and Pamela Robertson-Pearce	2010		Cover image depicts a painting titled Puppet Show, by Tamas Galambos		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6635 K	JPEG	BXB821-FOLDIR-01.jpg				2551	300		%G																														448			Cheryl Follon>Dirty Looks			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-FOLDIR-01.jpg			BXB821-FOLDIR-01				e:\assets\BloodAxe\BLOODA~2\BX92C0~1.JPG	256	Front cover of Dirty Looks	Image	300	assets$				1619		
JPEG				New and Collected Poems			03/12/2013 14:47	AutoSync	06/01/2014 16:40	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamels Robertson-Pearce>George Szirtes	2008		Cover image depicts Orange, by Clarissa Upchurch		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	8812 K	JPEG	BXB821-GEONEW-01.jpg				2727	300		%G																														449			George Szirtes>New and Collected Poems			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-GEONEW-01.jpg			BXB821-GEONEW-01				e:\assets\BloodAxe\BLOODA~2\BX9112~1.JPG	256	Front cover of New and Collected Poems	Image	300	assets$				1818		
JPEG				The Water Table			03/12/2013 14:47	AutoSync	13/12/2013 11:34	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Cover image by Graeme Scott>Cover design by Neil Astley and Pamela Robertson-Pearce>Philip Gross	2009				\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5002 K	JPEG	BXB821-GROWAT-01.jpg				2515	300		%G																														450			The Water Table>Philip Gross			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-GROWAT-01.jpg			BXB821-GROWAT-01				e:\assets\BloodAxe\BLOODA~2\BX1B1E~1.JPG	256	Front cover of The Water Table	Image	300	assets$				1612		
JPEG				Young Rain			03/12/2013 14:47	AutoSync	16/12/2013 09:51	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Cover design by Pamela Robertson-Pearce>Kevin Hart	2009		Cover image depicts a painting titled House with Light On, by Kristen Headlam		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6604 K	JPEG	BXB821-HARYOU-01.jpg				2536	300		%G																														451			Kevin Hart>Young Rain			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-HARYOU-01.jpg			BXB821-HARYOU-01				e:\assets\BloodAxe\BLOODA~2\BXA65E~1.JPG	256	Front cover of Young Rain	Image	300	assets$				1615		
JPEG				Fruitcake			03/12/2013 14:47	AutoSync	16/12/2013 09:51	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-Pearce>Selima Hill	2009		Cover image depicts Untitled, by Erwin Wurm		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	4069 K	JPEG	BXB821-HILFRU-01.jpg				2307	300		%G																														452			Fruitcake>Selima Hill			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-HILFRU-01.jpg			BXB821-HILFRU-01				e:\assets\BloodAxe\BLOODA~2\BXA74E~1.JPG	256	Front cover of Fruitcake	Image	300	assets$				1489		
JPEG				Gloria: Selected Poems			03/12/2013 14:47	AutoSync	16/12/2013 09:51	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-Pearce>Cover image by Laura Ford>Selima Hill	2008		Cover image depicts an art work titled Donkey, by Laura Ford		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	7442 K	JPEG	BXB821-HILGLO-01.jpg				2757	300		%G																														453			Gloria: Selected Poems>Selima Hill			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-HILGLO-01.jpg			BXB821-HILGLO-01				e:\assets\BloodAxe\BLOODA~2\BX9C30~1.JPG	256	Front cover of Gloria: Selected Poems	Image	300	assets$				1819		
JPEG				The Hat			03/12/2013 14:47	AutoSync	16/12/2013 09:52	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Selima Hill>Cover design by Pamela Robertson-Pearce	2008		Cover image depicts a woman dressed in a silver dress and a black coat running down the middle of the road with cars either side, Ryszard Kornecki		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5338 K	JPEG	BXB821-HILHAT-01.jpg				2321	300		%G																														454			Selima Hill>The Hat			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-HILHAT-01.jpg			BXB821-HILHAT-01				e:\assets\BloodAxe\BLOODA~2\BX974B~1.JPG	256	Front cover of The Hat	Image	300	assets$				1500		
JPEG				The Book of Mirrors			03/12/2013 14:47	AutoSync	13/12/2013 11:50	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Cover image by Frieda Hughes>Frieda Hughes>Cover design by Neil Astley and Pamela Robertson-Pearce	2009		Cover image depicts an abstract painting, by Frieda Hughes		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5587 K	JPEG	BXB821-HUGBOO-01.jpg				2529	300		%G																														455			Frieda Hughes>The Book of Mirrors			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-HUGBOO-01.jpg			BXB821-HUGBOO-01				e:\assets\BloodAxe\BLOODA~2\BX9DB4~1.JPG	256	Front cover of The Book of Mirrors	Image	300	assets$				1611		
JPEG				What It Is: Selcted Poems			03/12/2013 14:47	AutoSync	13/12/2013 11:58	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-Pearce >Cover image by Anselm Kiefer>Translated by Francis R Jones	2008		Cover image depicts a painting titled Nurnberg, by Anselm Kiefer		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	7130 K	JPEG	BXB821-JANWHA-01.jpg				2540	300		%G																														456			What It Is: Selected Poems>Francis R Jones			03/12/2013 15:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-JANWHA-01.jpg			BXB821-JANWHA-01				e:\assets\BloodAxe\BLOODA~2\BX9CA3~1.JPG	256	Front cover of What It Is: Selcted Poems	Image	300	assets$				1607		
JPEG				The Lamplighter			03/12/2013 14:47	AutoSync	06/01/2014 16:40	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Jackie Kay>Cover design by Neil Astley and Pamela Robertson-Pearce>Cover image by Library of Congress/ National Photo Company	2008		Cover image depicts a photograph of a full length portrait of a woman standing in a field holding a tobacco leaf, by Library of Congress/ National Photo Company		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6611 K	JPEG	BXB821-KAYLAM-01.jpg				2734	300		%G																														457			Lamplighter>Jackie Kay			03/12/2013 15:09																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-KAYLAM-01.jpg			BXB821-KAYLAM-01				e:\assets\BloodAxe\BLOODA~2\BX99F3~1.JPG	256	Front cover of The Lamplighter	Image	300	assets$				1847		
JPEG				Reservoir Voices			03/12/2013 14:47	AutoSync	16/12/2013 09:53	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	03/12/2013 15:11	Adobe Photoshop CS6 (Windows)		Brendan Kennelly>Cover design by Pamela Robertson-Pearce>Cover image by Michael Quain	2009		Cover image depicts a photograph of silhoetted swans swimming on water, by Michael Quain		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	8578 K	JPEG	BXB821-KENRES-01.jpg				2617	300		%G																														458			Brendan Kennelly>Reservoir Voices			03/12/2013 15:09																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-KENRES-01.jpg			BXB821-KENRES-01				e:\assets\BloodAxe\BLOODA~2\BX9D81~1.JPG	256	Front cover of Reservoir Voices	Image	300	assets$				1681		
