Access Format	Approved	Approved By	Bit Depth	Book Title	Camera Make	Camera Model	Cataloged	Cataloged By	Changed	Changed By	Client Name	Collection	Color Mode	Color Profile	Copyright	Created	Creator Application	Creator Mac	Creators	Date	Description	Description 	Description Writer	Directory Path	Duration	DVD Number	EXIF - Aperture	EXIF - Date Digitized	EXIF - Date Taken	EXIF - Exposure Bias	EXIF - Exposure Time	EXIF - F-Number	EXIF - Flash	EXIF - Focal Length	EXIF - ISO Speed	EXIF - Light Source	EXIF - Metering Mode	EXIF - Shutter Speed	EXIF - White Balance	Extension	File Size	File Type Mac	Filename	GPS - Altitude	GPS - Latitude	GPS - Longitude	Height	Horizontal Resolution	IPTC - Category	IPTC - City	IPTC - Copyright Info URL	IPTC - Copyright Notice	IPTC - Country	IPTC - Country Code	IPTC - Creator	IPTC - Creator Address	IPTC - Creator City	IPTC - Creator Country	IPTC - Creator Email	IPTC - Creator Job Title	IPTC - Creator Phone	IPTC - Creator Postal Code	IPTC - Creator State/Province	IPTC - Creator Web URL	IPTC - Credit	IPTC - Date Created	IPTC - Headline	IPTC - Instructions	IPTC - Intellectual Genre	IPTC - Location	IPTC - Rights Usage Terms	IPTC - Scene	IPTC - Source	IPTC - State/Province	IPTC - Subject Code	IPTC - Supplemental Categories	IPTC - Title	IPTC - Transmission Reference	IPTC - Urgency	Item ID	Job Name	Job Status	Keywords	License Agreement for Project	Licensed for Web	Modified	Movie - Audio Codec	Movie - Channels	Movie - Color Depth	Movie - Duration	Movie - FPS	Movie - Sample Rate	Movie - Sample Size	Movie - Video Codec	MS - Author	MS - Company	MS - Last Saved By	MS - Manager	MS - Subject	MS - Template	MS - Title	Number of Pages	Original/Preservation Format	Path	Photoshop Label	Photoshop Rating	Reference	Related Material	Routed To	Routing Notes	Short Filename Win	Thumbnail Size	Title	Type	Vertical Resolution	Volume	Watermark URL	Watermarked	Website	Width	Work Needed	Zone Mac
JPEG				White Eyes, Dark Ages			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Cover image by John William Waterhouse>Deborah Randall	1993		Cover image depicts detail from a painting titled Hylas and the Nymphs, by John William Waterhouse		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	7378 K	JPEG	BXB821-RANWHI-01.jpg				2530	300		%G																														639						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-RANWHI-01.jpg			BXB821-RANWHI-01				e:\assets\BloodAxe\BLOODA~2\BX9CB5~1.JPG	256	Front cover of White Eyes, Dark Ages	Image	300	assets$				1598		
JPEG				Dance with a Shadow			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Cover image by Gustave Courbet>Irina Ratushinskaya>Translated by David McDuff	1992		Cover image depicts a painting titled The HAppy Lovers, by Gustave Courbet		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	7340 K	JPEG	BXB821-RATDAN-01.jpg				2593	300		%G																														640						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-RATDAN-01.jpg			BXB821-RATDAN-01				e:\assets\BloodAxe\BLOODA~2\BX93B1~1.JPG	256	Front cover of Dance with a Shadow	Image	300	assets$				1659		
JPEG				The Cyclopean Mistress: Selected Short Fiction			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:32	Adobe Photoshop CS6 (Windows)		Cover image by Remedios Varo>Petere Redgrove	1993		Cover image depicts a painting titled Harmony, by Remedios Varo		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5579 K	JPEG	BXB821-REDCYC-01.jpg				2499	300		%G																														641						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-REDCYC-01.jpg			BXB821-REDCYC-01				e:\assets\BloodAxe\BLOODA~2\BXAE91~1.JPG	256	Front cover of The Cyclopean Mistress: Selected Short Fiction	Image	300	assets$				1601		
JPEG				Sunset Grill			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:32	Adobe Photoshop CS6 (Windows)		Anne Rouse>Cover image by Mary Root	1993		Cover image depicts a photograph title Anne Rouse at the Sunset Grill, Annandale, Virginia, by Mary Root		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5237 K	JPEG	BXB821-ROUSUN-01.jpg				2530	300		%G																														642						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-ROUSUN-01.jpg			BXB821-ROUSUN-01				e:\assets\BloodAxe\BLOODA~2\BXA940~1.JPG	256	Front cover of Sunset Grill	Image	300	assets$				1608		
JPEG				Thinking of Skins: New and Selected Poems			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:32	Adobe Photoshop CS6 (Windows)		Carol Rumens>Cover image by Margaret Clarke	1993		Cover image depicts a painting titled Self Portrait, by Margaret Clarke		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6764 K	JPEG	BXB821-RUMTHI-01.jpg				2525	300		%G																														643						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-RUMTHI-01.jpg			BXB821-RUMTHI-01				e:\assets\BloodAxe\BLOODA~2\BX9345~1.JPG	256	Front cover of Thinking of Skins: New and Selected Poems	Image	300	assets$				1608		
JPEG				Out of Land: New and Selected Poems			11/12/2013 10:33	AutoSync	06/01/2014 16:40	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:32	Adobe Photoshop CS6 (Windows)		Cover image by Paul Klee>Lawrence Sail	1992		Cover image depicts detail from a painting titled The Ships Depart, by Paul Klee		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6988 K	JPEG	BXB821-SAIOUT-01.jpg				2520	300		%G																														644						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-SAIOUT-01.jpg			BXB821-SAIOUT-01				e:\assets\BloodAxe\BLOODA~2\BXAA02~1.JPG	256	Front cover of Out of Land: New and Seleced Poems	Image	300	assets$				1602		
JPEG				The English Earthquake			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:32	Adobe Photoshop CS6 (Windows)		Cover image by Jane Lewis>Eva Salzman	1992		Cover image depicts a painting titled The Gift, by Jane Lewis		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	7189 K	JPEG	BXB821-SALENG-01.jpg				2535	300		%G																														645						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-SALENG-01.jpg			BXB821-SALENG-01				e:\assets\BloodAxe\BLOODA~2\BXA66B~1.JPG	256	Front cover of The English Earthquake	Image	300	assets$				1618		
JPEG				Sappho: Poems and Fragments			06/01/2014 12:48	nkg42	06/01/2014 12:48	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:32	Adobe Photoshop CS6 (Windows)		Sappho>Translated by Josephine Balmer>Cover image courtesy of Musees Royaux D'Art et D'Histoire, Brussels	1992		Cover image depicts an illustration ttled Athenian Cup from Chiusi (Eturia) Girl going to Wash: early 5th Centry BC, courtesy of Musees Royaux D'rt et D'Histoire		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6272 K	JPEG	BXB821-BALSAP-01.jpg				2525	300		%G																														646						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-BALSAP-01.jpg			BXB821-BALSAP-01				\\lichfield\assets$\BloodAxe\BLOODA~2\BX96C9~1.JPG	256	Front cover of Sappho: Poems and Fragments	Image	300	assets$				1577		
JPEG				The Spread of Sponsorship			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:32	Adobe Photoshop CS6 (Windows)		Cover image by Paul Shorrock	1993		Cover image depicts an illustration, by Paul Shorrock		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6426 K	JPEG	BXB821-SHASPR-01.jpg				2515	300		%G																														647						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-SHASPR-01.jpg			BXB821-SHASPR-01				e:\assets\BloodAxe\BLOODA~2\BX1E05~1.JPG	256	Front cover of The Spread of Sponsorship	Image	300	assets$				1577		
JPEG				'Paradise': Selected Poems			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Elena Shavarts>Translated by Michael Molnar>Additional translations by Catriona Kelly	1993		Cover image depicts a religious tapestry		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6030 K	JPEG	BXB821-SHVPAR-01.jpg				2524	300		%G																														648						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-SHVPAR-01.jpg			BXB821-SHVPAR-01				e:\assets\BloodAxe\BLOODA~2\BX1B83~1.JPG	256	'Paradise': Selected Poems	Image	300	assets$				1608		
JPEG				Rebel without Applause			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Cover image by Clive Hunte>Lemn Sissay	1992		Cover image depicts a photograph of a close up portrait of a man's face, by Clive Hunte		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5791 K	JPEG	BXB821-SISREB-01.jpg				2527	300		%G																														649						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-SISREB-01.jpg			BXB821-SISREB-01				e:\assets\BloodAxe\BLOODA~2\BX9DE6~1.JPG	256	Front cover of Rebel without Applause	Image	300	assets$				1624		
JPEG				The Fabulous Relatives			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Cover image by Jock McFadyen>Stephen Smith	1993		Cover image depicts a painting titled Parade, by Jock McFadyen		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6310 K	JPEG	BXB821-SMIFAB-01.jpg				2512	300		%G																														650						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-SMIFAB-01.jpg			BXB821-SMIFAB-01				e:\assets\BloodAxe\BLOODA~2\BX93ED~1.JPG	256	Front cover of The Fabulous Relatives	Image	300	assets$				1618		
JPEG				Klaonica: Poems for Bosnia			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Cover image by Ralph Steadman>Edited by Ken Smith and Judi Benson	1993		Cover image depicts a child with an abstract body holding on to and drinking from a waterpipe, by Ralph Steadman 		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5376 K	JPEG	BXB821-SMIKLA-01.jpg				2507	300		%G																														651						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-SMIKLA-01.jpg			BXB821-SMIKLA-01				e:\assets\BloodAxe\BLOODA~2\BX96E4~1.JPG	256	Front cover of Klaonica: Poems for Bosnia	Image	300	assets$				1597		
JPEG				Night Pleasure: New and Selected Poems			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Cover image courtesy of The Miners' Museum, Newport News, Virginia>Dave Smith	1992		Cover image depicts a photograph of Deep Creek Harbour, 1905, courtesy of The Mariners' Museum		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5243 K	JPEG	BXB821-SMINIG-01.jpg				2524	300		%G																														652						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-SMINIG-01.jpg			BXB821-SMINIG-01				e:\assets\BloodAxe\BLOODA~2\BX95F5~1.JPG	256	Front cover of Night Pleasures: New and Selected Poems	Image	300	assets$				1588		
JPEG				Tender to the Queen of Spain			11/12/2013 10:33	AutoSync	06/01/2014 16:40	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Cover image photographed by Moira Conway>Cover image sculpture by Ken Smith>Ken Smith	1993		Cover image depicts a sculpture titled Mask by Ken Smith. Photographed by Moira Conway		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6152 K	JPEG	BXB821-SMITEN-01.jpg				2525	300		%G																														653						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-SMITEN-01.jpg			BXB821-SMITEN-01				e:\assets\BloodAxe\BLOODA~2\BX9902~1.JPG	256	Front cover of Tender to the Queen of Spain	Image	300	assets$				1618		
JPEG				Sighting the Slave Ship			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Cover image by Itzhak Danzinger>Pauline Stainer	1992		Cover image depicts a sculpture titled Nimrod, by Itzhak Danzinger		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	7240 K	JPEG	BXB821-STASIG-01.jpg				2525	300		%G																														654						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-STASIG-01.jpg			BXB821-STASIG-01				e:\assets\BloodAxe\BLOODA~2\BX1EF1~1.JPG	256	Front cover of Sighting the Slave Ship	Image	300	assets$				1577		
JPEG				Wings of Hope and Daring: Selected Poems			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Cover image by Chris Wilson>Eira Stenberg>Translated by Herbert Lomas	1992		Cover image depicts an art work titled A World Within, by Chris Wilson		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5795 K	JPEG	BXB821-STEWIN-01.jpg				2526	300		%G																														655						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-STEWIN-01.jpg			BXB821-STEWIN-01				e:\assets\BloodAxe\BLOODA~2\BX1014~1.JPG	256	Front cover of Wings of Hope and Daring: Selected Poems	Image	300	assets$				1618		
JPEG				Attila the Stockbroker			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Attila the Stockbroker>Cover image by Michael Davis and Chris Kerridge>John Baine	1992		Cover image depicts Scornflakes title design, by Michael Davis and an inset photo of a man holding a pitchfork, by Chris Kerridge		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5151 K	JPEG	BXB821-STOSCO-01.jpg				2514	300		%G																														656						11/12/2013 10:29																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-STOSCO-01.jpg			BXB821-STOSCO-01				e:\assets\BloodAxe\BLOODA~2\BX1E03~1.JPG	256	Front cover of Attila the Stockbroker	Image	300	assets$				1592		
JPEG				Mass for Hard Times			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Cover image by Michael David>R S Thomas	1992		Cover image depicts a photograph of challis spilling Great British one pound coins on a white cloth, by Michael Davis		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5956 K	JPEG	BXB821-THOMAS-01.jpg				2535	300		%G																														657						11/12/2013 10:30																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-THOMAS-01.jpg			BXB821-THOMAS-01				e:\assets\BloodAxe\BLOODA~2\BX1AC7~1.JPG	256	Front cover of Mass for Hard Times	Image	300	assets$				1617		
JPEG				The Puberty Tree: New and Selected Poems			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Cover image by Edvard Munch>D M Thomas	1992		Cover image depicts a painting titled Puberty, by Edvard Munch		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6275 K	JPEG	BXB821-THOPUB-01.jpg				2540	300		%G																														658						11/12/2013 10:30																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-THOPUB-01.jpg			BXB821-THOPUB-01				e:\assets\BloodAxe\BLOODA~2\BX2BA3~1.JPG	256	Front cover of The Puberty Tree: New and Selected Poems	Image	300	assets$				1608		
JPEG				A Dream of Mind Poems			11/12/2013 10:33	AutoSync	19/12/2013 12:09	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		C K Williams>Cover image design by Cynthia Krupat	1992		Cover image depicts a splattered paint effect with A DREAM OF MIND printed across, designed by Cynthia Krupat		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6861 K	JPEG	BXB821-WILDRE-01.jpg				2728	300		%G																														659						11/12/2013 10:30																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-WILDRE-01.jpg			BXB821-WILDRE-01				e:\assets\BloodAxe\BLOODA~2\BXA562~1.JPG	256	Front cover of A Dream of Mind Poems	Image	300	assets$				1842		
JPEG				Above the River: The Complete Poems			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Cover image by Madeline Zulauf>James Wright	1992		Cover image depicts a photograph titled The Ohio River, Martins Ferry, by Madeline Zulauf		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6330 K	JPEG	BXB821-WRIABO-01.jpg				2695	300		%G																														660						11/12/2013 10:30																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-WRIABO-01.jpg			BXB821-WRIABO-01				e:\assets\BloodAxe\BLOODA~2\BX1BF7~1.JPG	256	Front cover of Above the River: The Complete Poems	Image	300	assets$				1735		
JPEG				City Psalms			11/12/2013 10:33	AutoSync	12/12/2013 12:35	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	11/12/2013 10:31	Adobe Photoshop CS6 (Windows)		Benjamin Zephaniah>Cover image by Mike Hawthorne	1992		Cover image depicts an art work of a man and a woman liinking arms and walking down the street, by Mike Hawthorne		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	7014 K	JPEG	BXB821-ZEPCIT-01.jpg				2533	300		%G																														661						11/12/2013 10:30																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-ZEPCIT-01.jpg			BXB821-ZEPCIT-01				e:\assets\BloodAxe\BLOODA~2\BXA0C9~1.JPG	256	Front cover of City Psalms	Image	300	assets$				1618		
JPEG				Dragon Talk			12/12/2013 16:04	AutoSync	13/12/2013 16:31	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	13/12/2013 16:26	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-Pearce>Fleur Adcock	2010		Cover image depicts a drawing of a dragon		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	3867 K	JPEG	BXB821-ADCDRA-01.jpg				2499	300		%G																														671						12/12/2013 16:01																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-ADCDRA-01.jpg			BXB821-ADCDRA-01				e:\assets\BloodAxe\BLOODA~2\BX1B50~1.JPG	256	Front cover of Dragon Talk	Image	300	assets$				1567		
JPEG				Where's the Moon, There's the Moon			12/12/2013 16:04	AutoSync	16/12/2013 10:10	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	13/12/2013 16:25	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-Pearce>Cover image by Leonis Tishkov and Boris Bendikov>Dan Chiasson	2010		Cover image depicts an installation from an exhibition titled Private Moon, by Leonid Tishkov and Boris Bendikov		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	4022 K	JPEG	BXB821-CHIWHE-01.jpg				2510	300		%G																														672						12/12/2013 16:01																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-CHIWHE-01.jpg			BXB821-CHIWHE-01				e:\assets\BloodAxe\BLOODA~2\BX18FC~1.JPG	256	Front cover of Where's the Moon, There's the Moon	Image	300	assets$				1588		
JPEG				Apparently			12/12/2013 16:04	AutoSync	16/12/2013 10:09	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	13/12/2013 16:25	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-Pearce>Cover image by Lamar Peterson>Matthew Caley	2010		Cover image depicts an art work from Untitled Nude Series, by Lamar Peterson		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	4842 K	JPEG	BXB821-CALAPP-01.jpg				2734	300		%G																														673						12/12/2013 16:01																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-CALAPP-01.jpg			BXB821-CALAPP-01				e:\assets\BloodAxe\BLOODA~2\BXA479~1.JPG	256	Front cover of Apparently	Image	300	assets$				1817		
JPEG				Rootling: New and Selected Poems			12/12/2013 16:04	AutoSync	16/12/2013 11:58	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	13/12/2013 16:25	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-Pearce>Cover image by Norval Morrisseau>Katie Donovan	2010		Cover image depicts an art work titled Flock of Loons, by Norval Morrisseau		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	4554 K	JPEG	BXB821-DONROO-01.jpg				2734	300		%G																														674						12/12/2013 16:01																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-DONROO-01.jpg			BXB821-DONROO-01				e:\assets\BloodAxe\BLOODA~2\BXAA49~1.JPG	256	Front cover of Rootling: New and Selected Poems	Image	300	assets$				1811		
JPEG				The Essential Neruda: Selected Poems			12/12/2013 16:04	AutoSync	16/12/2013 10:04	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	13/12/2013 16:25	Adobe Photoshop CS6 (Windows)		Edited by Mark Eisner>Pablo Neruda>Cover image courtesy of Fundacion Pablo Neruda	2010		Cover image depicts a photograph of the poet Pablo Neruda with his arm on his head and a bird stood on his arm, courtesy of Fundacion Pablo Neruda		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	3782 K	JPEG	BXB821-EISESS-01.jpg				2522	300		%G																														675						12/12/2013 16:01																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-EISESS-01.jpg			BXB821-EISESS-01				e:\assets\BloodAxe\BLOODA~2\BXA282~1.JPG	256	Front cover of The Essential Neruda: Selected Poems	Image	300	assets$				1608		
JPEG				Ten New Poets Spread the Word			12/12/2013 16:04	AutoSync	16/12/2013 11:58	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	13/12/2013 16:25	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-Pearce>Cover image by Chris Ofili>Edited by Bernardine Evaristo and Daljit Nagra	2010		Cover image depicts a painting titled Afro Jezebel, by Chris Ofili		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5444 K	JPEG	BXB821-EVATEN-01.jpg				2305	300		%G																														676						12/12/2013 16:01																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-EVATEN-01.jpg			BXB821-EVATEN-01				e:\assets\BloodAxe\BLOODA~2\BX1E89~1.JPG	256	Front cover of Ten New Poets Spread the Word	Image	300	assets$				1486		
JPEG				New and Collected Poems			12/12/2013 16:04	AutoSync	16/12/2013 11:57	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	13/12/2013 16:25	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-Pearce>Ruth Fainlight	2010		Cover image depicts a coptic painting of a peacock on wood		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	4970 K	JPEG	BXB821-FAINEW-01.jpg				2724	300		%G																														677						12/12/2013 16:01																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-FAINEW-01.jpg			BXB821-FAINEW-01				e:\assets\BloodAxe\BLOODA~2\BX9F4D~1.JPG	256	Front cover of New and Collected Poems	Image	300	assets$				1781		
JPEG				Standard Midland			12/12/2013 16:04	AutoSync	16/12/2013 11:57	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	13/12/2013 16:25	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-Pearce>Cover image by Ivon Hitchens>Roy Fisher	2010		Cover image depicts a painting titled Tangled Pool Number Nine, by Ivon Hitchens		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	4837 K	JPEG	BXB821-FISMID-01.jpg				2499	300		%G																														678						12/12/2013 16:02																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-FISMID-01.jpg			BXB821-FISMID-01				e:\assets\BloodAxe\BLOODA~2\BX9C20~1.JPG	256	Front cover of Standard Midland	Image	300	assets$				1547		
JPEG				The Squirrels are Dead			12/12/2013 16:04	AutoSync	16/12/2013 11:57	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Simon Armitage	13/12/2013 16:25	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-Pearce>Cover image by Martin Ramirez>Miriam Gamble	2010		Cover image depicts a painting titled Untitled, (Courtyard), by Martin Ramirez		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5214 K	JPEG	BXB821-GAMSQU-01.jpg				2499	300		%G																														679						12/12/2013 16:02																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-GAMSQU-01.jpg			BXB821-GAMSQU-01				e:\assets\BloodAxe\BLOODA~2\BXA019~1.JPG	256	Front cover of The Squirrels are Dead	Image	300	assets$				1588		
